  44,          ,00,14,02.3,+,33,12,22,  A1V               , ,     ,+001,,
  45, 89Chi Peg,00,14,36.2,+,20,12,24,  M2+III            , ,+.015,-046,*,
  46,          ,00,14,27.6,-,07,46,50,  M3+III            , ,+.003,-002,*,
  47,          ,00,13,19.4,-,84,59,39,  M0-1III           , ,     ,+004,,
  48,  7    Cet,00,14,38.4,-,18,55,58,  M3III             , ,+.029,-023,*,
  49,          ,00,14,56.1,+,22,17,03,  A1pSi             , ,     ,-015,*,
  50, 35    Psc,00,14,58.8,+,08,49,15,  F0IV              ,D,+.017,+001,*,
  51,          ,00,14,54.5,-,09,34,11,  B9V               , ,     ,+017,,
  52,          ,00,15,07.0,+,31,32,09,  K5                , ,     ,+002,,
  53,          ,00,15,10.6,+,27,16,59,  A1Vn              , ,     ,-004,*,
  54,          ,00,14,58.2,-,34,54,16,  K3III             , ,     ,-052,,
  55,          ,00,16,14.0,+,76,57,03,  B8Vnn             ,D,+.013,-007,*,
  56,          ,00,16,21.6,+,43,35,41,  A2VpSi            , ,     ,+002,*,
  57,          ,00,16,08.9,-,31,26,47,  K5III             , ,     ,+026,*,
  58,          ,00,15,55.2,-,75,54,41,  G8-K0III          , ,     ,+016,,
  59, 36    Psc,00,16,34.1,+,08,14,24,  G8II-III          , ,     ,+001,,
  60,          ,00,16,57.1,+,61,32,00,  G8III             , ,     ,-004,*,
  61,          ,00,16,42.5,-,20,12,38,  B8III             , ,     ,+019,*,
  62,          ,00,17,09.1,+,47,56,51,  B7III             , ,     ,-009,,
  63, 24The And,00,17,05.5,+,38,40,54,  A2V               , ,+.022,+001,*,
  64,          ,00,16,49.0,-,78,46,50,  F3III             , ,     ,-013,,
  65,          ,00,17,43.0,+,51,25,59,  O9IIInn           , ,     ,-035,*,
  66,          ,00,17,32.6,-,19,03,04,  F4IV-V            , ,     ,-005,,
  67,          ,00,17,47.7,+,01,41,20,  K0II              , ,     ,-009,,
  68, 25Sig And,00,18,19.7,+,36,47,07,  A2V               , ,+.023,-008,*,
  69,          ,00,18,17.2,+,11,12,21,  K0III             , ,     ,+009,,
  70, 26    And,00,18,42.1,+,43,47,28,  B8V               , ,     ,+007,*,
  71,          ,00,18,38.3,+,31,31,02,  A0IV              , ,     ,-005,,
  72,          ,00,18,41.8,-,08,03,10,  G0V               , ,+.053,-010,*,
  73,          ,00,18,42.6,-,43,14,07,  K2III             , ,     ,+012,,
  74,  8Iot Cet,00,19,25.7,-,08,49,26,  K1.5III           , ,+.013,+019,*,
  75,          ,00,19,41.6,+,40,43,47,  K1III             , ,     ,-038,,
  76,          ,00,20,05.2,+,48,51,55,  A0V s             , ,     ,-003,,
  77,   Zet Tuc,00,20,04.3,-,64,52,29,  F9V               , ,+.134,+009,,
  78,          ,00,20,24.4,+,30,56,09,  B7V               , ,     ,+004,,
  79,          ,00,20,45.5,+,32,54,41,  K5III             , ,     ,-036,,
  80, 41    Psc,00,20,35.9,+,08,11,25, gK3                , ,     ,+016,,
  81,          ,00,20,54.5,+,10,58,37,  A0V               ,D,+.005,-018,*,
  82, 27Rho And,00,21,07.3,+,37,58,07,  F5III             , ,+.017,+009,,
  83,   Pi  Tuc,00,20,39.0,-,69,37,30,  B9V               , ,+.011,+012,,
  84,   Iot Scl,00,21,31.2,-,28,58,54,  G5III             , ,+.027,+021,,
  85,          ,00,21,46.3,-,20,03,28,  M5IIe             , ,     ,+029,*,
  86, 42    Psc,00,22,25.5,+,13,28,57,  K3III             , ,     ,+003,*,
  87,          ,00,21,28.6,-,77,25,37,  K3III             , ,     ,+021,,
  88,  9    Cet,00,22,51.8,-,12,12,34,  G2V               , ,+.049,-007,*,
  89,          ,00,23,12.6,-,31,02,10,  B9IVMn            , ,     ,+001,*,
  90,          ,00,24,02.0,+,38,34,38,  S6.5IIIeZr6Ti2    , ,     ,-011,*,
  91,          ,00,24,15.6,+,52,01,12,  B5IV              ,D,+.004,-007,*,
  92, NOVA 1572,  ,  ,    , ,  ,  ,  ,                    , ,     ,    ,*,
  93, 12    Cas,00,24,47.5,+,61,49,52,  B9III             , ,+.015,-004,,
  94,          ,00,24,29.7,-,02,13,09,  K1III             , ,     ,+015,,
  95, 47    Tuc,  ,  ,    , ,  ,  ,  ,                    , ,     ,    ,*,
  96,          ,00,25,06.4,+,53,02,49,  B9IV              , ,     ,+010,*,
  97, 44    Psc,00,25,24.2,+,01,56,23,  G5III             , ,     ,-004,*,
  98,   Bet Hyi,00,25,45.1,-,77,15,15,  G2IV              , ,+.153,+023,*,
  99,   Alp Phe,00,26,17.0,-,42,18,22,  K0III             , ,+.035,+075,*,
 100,   Kap Phe,00,26,12.2,-,43,40,48,  A7V               , ,+.072,+011,,
 101, 10    Cet,00,26,37.4,-,00,02,59,  G8III             , ,     ,-023,*,
 102,          ,00,27,14.7,-,25,32,50,  G8III             , ,     ,-003,,
 103, 47    Psc,00,28,02.9,+,17,53,35,  M3III             , ,+.016,+006,*,
 104,          ,00,28,13.7,+,44,23,40,  A2V s             , ,+.013,+002,*,
 105,   Eta Scl,00,27,55.7,-,33,00,26,  M4III             , ,-.014,+011,*,
 106, 48    Psc,00,28,12.7,+,16,26,42,  K5III             , ,     ,-007,,
 107,          ,00,28,20.1,+,10,11,23,  F6Va vw           , ,+.033,-010,*,
 108,          ,00,28,21.1,-,20,20,06,  G0V               ,D,+.034,+006,*,
 109,          ,00,28,26.4,-,39,54,54,  M0III             , ,+.015,+032,*,
 110,          ,00,28,56.6,+,36,54,00,  G5III             , ,     ,+010,,
 111,          ,00,28,43.1,-,50,31,58,  K0III             , ,     ,+006,,
 112,          ,00,30,55.0,+,77,01,10,  K0IV              , ,+.023,+019,*,
 113,          ,00,30,19.9,+,59,58,38,  B9IIIn            ,D,+.002,-017,*,
 114, 28    And,00,30,07.3,+,29,45,06,  A7III             , ,+.001,-010,*,
 115,          ,00,29,51.9,-,14,51,51,  F2III             , ,     ,+003,*,
 116,          ,00,29,48.9,-,32,07,00,  K4III             , ,     ,+001,,
 117, 12    Cet,00,30,02.4,-,03,57,26,  M0III             , ,     ,+005,*,
 118,          ,00,30,22.7,-,23,47,16,  A5Vn              , ,+.018,-000,*,
 119,          ,00,30,27.8,-,40,56,22,  F2III             , ,     ,-005,*,
 120,          ,00,30,26.1,-,48,12,54,  F2V               , ,     ,+002,,
 121, 13    Cas,00,31,25.3,+,66,31,10,  B6V               , ,     ,-010,*,
 122,          ,00,31,25.6,+,33,34,54,  K1III             , ,     ,+009,,
 123, 14Lam Cas,00,31,46.4,+,54,31,20,  B8Vn              , ,+.030,-012,*,
 124,          ,00,31,41.2,+,52,50,22,  K2III             , ,+.008,-052,,
 125,   Lam1Phe,00,31,25.0,-,48,48,13,  A0V               , ,+.027,-002,*,
 126,   Bet1Tuc,00,31,32.7,-,62,57,29,  B9V               , ,+.030,+014,*,
 127,   Bet2Tuc,00,31,33.6,-,62,57,57,  A2V+A7V           , ,+.030,+010,*,
 128,          ,00,32,26.8,+,43,29,41,  A1Vn              , ,     ,-015,*,
 129,          ,00,33,19.3,+,70,58,54,  A0Vn              , ,     ,-010,,
 130, 15Kap Cas,00,33,00.0,+,62,55,54,  B1Ia              , ,     ,-002,*,
 131, 52    Psc,00,32,35.5,+,20,17,40,  K0III             , ,+.032,-013,,
 132, 51    Psc,00,32,23.8,+,06,57,20,  B9.5V             , ,     ,+017,*,
 133,          ,00,32,34.5,+,27,34,50,  A2IV              , ,     ,+002,,
 134,          ,00,32,49.1,+,28,16,49,  K0III             , ,+.006,-012,*,
 135,          ,00,33,10.4,+,54,53,42,  K0III             , ,     ,-035,,
 136,   Bet3Tuc,00,32,43.8,-,63,01,52,  A0V               , ,+.049,+005,*,
 137, 16    Cas,00,34,24.9,+,66,45,01,  B9III             , ,     ,-016,,
 138,          ,00,33,41.1,-,29,33,30,  K2III             , ,     ,-009,*,
 139,   The Tuc,00,33,23.3,-,71,15,58,  A7IV              , ,     ,+002,*,
 140,          ,00,34,27.8,-,52,22,23,  F3IV-V            , ,+.038,+035,,
 141,          ,00,34,55.3,+,13,22,16,  K0                , ,     ,-019,,
 142, 13    Cet,00,35,14.9,-,03,35,34,  F8V               , ,+.060,+009,*,
 143, 14    Cet,00,35,32.8,-,00,30,20,  F5IV              , ,     ,+006,,
 144,          ,00,36,08.3,+,54,10,07,  B7III             , ,     ,+001,,
 145,          ,00,35,54.7,+,13,12,24,  F7V               , ,+.020,-025,,
 146,          ,00,36,27.3,+,60,19,34,  A4III             , ,     ,-009,*,
 147,   Lam2Phe,00,35,41.1,-,48,00,03,  F6V               , ,     ,+008,,
 148,          ,00,35,33.4,-,54,49,19,  K0IV              , ,     ,-010,,
 149,          ,00,36,20.0,+,27,15,17,  B8IIIpHgMn:       , ,     ,+001,*,
 150,          ,00,36,03.0,-,14,58,25,  G9III             , ,     ,+012,,
 151,          ,00,36,06.9,-,22,50,33,  A6pSr             , ,     ,+013,*,
 152,          ,00,36,46.6,+,44,29,19,  K5-M0III          , ,+.007,-033,,
 153, 17Zet Cas,00,36,58.3,+,53,53,49,  B2IV              , ,+.004,+002,*,
 154, 29Pi  And,00,36,52.9,+,33,43,10,  B5V               , ,-.003,+009,*,
 155, 53    Psc,00,36,47.3,+,15,13,54,  B2.5IV            , ,     ,-009,*,
 156,          ,00,37,07.2,+,24,00,51,  K2III             , ,     ,-001,,
 157,          ,00,37,21.1,+,35,23,58,  G2.5IIa           , ,     ,-000,,
 158,          ,00,39,47.3,+,82,29,38, dF6                , ,+.028,-033,,
 159,          ,00,37,20.7,-,24,46,02,  G8V               , ,+.076,+017,*,
 160,          ,00,36,37.4,-,65,07,29,  K2-3III           , ,     ,+020,,
 161,          ,00,37,30.5,+,03,08,07,  K4III             , ,     ,+004,*,
 162,          ,00,37,18.1,-,54,23,39,  K0II-IIICNIV      , ,     ,-006,,
 163, 30Eps And,00,38,33.3,+,29,18,42,  G6IIIFe-3CH1      , ,+.031,-084,,
 164,          ,00,39,09.9,+,49,21,16,  K7III             , ,     ,-008,*,
 165, 31Del And,00,39,19.7,+,30,51,39,  K3III             , ,+.028,-007,*,
 166, 54    Psc,00,39,21.8,+,21,15,02,  K0+V              , ,+.099,-034,*,
 167, 55    Psc,00,39,55.6,+,21,26,18,  K0III+F3V         , ,+.009,-017,*,
 168, 18Alp Cas,00,40,30.5,+,56,32,14,  K0IIIa            , ,+.016,-004,*,
 169,          ,00,38,40.8,-,73,08,14,  A1m               , ,     ,+021,,
 170,          ,00,39,57.9,-,33,57,42,  F8V               , ,+.020,-011,*,
 171,          ,00,39,52.0,-,44,47,48,  K1IIICNII         , ,     ,+008,,
 172,          ,00,40,28.6,-,16,31,01,  G5                , ,     ,+048,,
 173,          ,00,40,32.9,-,23,48,16,  G3V               , ,+.043,-053,,
 174,          ,00,40,42.4,-,04,21,07,  K0III             , ,     ,+035,,
 175, 32    And,00,41,07.2,+,39,27,31,  G8III             , ,+.010,-005,*,
 176,          ,00,40,26.4,-,59,27,16,  G1V               , ,+.058,+002,,
 177,          ,00,42,03.4,+,66,08,51,  G9III-IV          , ,     ,-003,,
 178,          ,00,41,36.0,+,24,37,45,  A7m               , ,     ,-015,*,
 179, 19Xi  Cas,00,42,03.9,+,50,30,45,  B2V               , ,     ,-010,*,
 180,   Mu  Phe,00,41,19.6,-,46,05,06,  G8III             , ,+.004,+019,*,
 181,          ,00,42,31.1,+,58,45,12,  B9.5III           , ,     ,-003,,
 182, M 31  And,  ,  ,    , ,  ,  ,  ,                    , ,     ,    ,*,
 183,   Xi  Phe,00,41,46.4,-,56,30,06,  ApSrEuCr          , ,     ,+010,*,
 184, 20Pi  Cas,00,43,28.1,+,47,01,29,  A5V               , ,+.023,+013,*,
 185,   Lam1Scl,00,42,42.9,-,38,27,48,  A0V               , ,     ,+010,*,
 186,          ,00,42,41.8,-,60,15,45,  K5III             , ,     ,+026,*,
 187,   Rho Tuc,00,42,28.4,-,65,28,05,  F6V               , ,+.038,+014,*,
 188, 16Bet Cet,00,43,35.4,-,17,59,12,  G9.5IIICH-1       , ,+.061,+013,*,
 189,          ,00,44,26.4,+,47,51,51,  B5V               , ,     ,-060,*,
 190,          ,00,43,50.2,-,12,00,42,  K2III-IV          , ,     ,-009,,
 191,   Eta Phe,00,43,21.2,-,57,27,47,  A0IV              , ,+.046,+002,,
 192, 21    Cas,00,45,39.0,+,74,59,17,  A2IV              , ,     ,+009,*,
 193, 22Omi Cas,00,44,43.5,+,48,17,04,  B5IIIe            , ,     ,-017,*,
 194, 17Phi1Cet,00,44,11.4,-,10,36,34,  K0III             , ,+.022,+001,*,
 195,   Lam2Scl,00,44,12.1,-,38,25,18,  K1III             , ,+.010,+027,,
 196,          ,00,45,17.2,+,55,13,18,  A2V s             , ,+.012,-009,*,
 197,          ,00,44,44.4,-,22,00,22,  F1III-IV          , ,+.048,+012,,
 198,          ,00,44,57.1,-,42,40,36,  F0V               , ,     ,+010,,
 199,          ,00,44,32.3,-,62,29,52,  F5III-IV          , ,     ,-004,*,
 200,          ,00,46,39.0,+,69,19,30,  F3V               , ,     ,-014,,
 201,          ,00,45,24.1,-,04,37,45,  M0III             , ,     ,+007,,
 202,          ,00,45,00.0,-,53,42,54,  F7III             , ,     ,+014,,
 203, 18    Cet,00,45,28.7,-,12,52,51,  G0V               , ,     ,-013,*,
 204,          ,00,46,15.1,+,55,18,19,  A2III             , ,     ,-008,,
 205,          ,00,46,10.9,+,44,51,41,  B9.5IIIpHgMnCr    , ,     ,+000,*,
 206,          ,00,45,41.7,-,16,25,27,  F1IVn             , ,     ,-000,,
 207,          ,00,46,42.4,+,59,34,28,  G0Ib              , ,     ,-015,,
 208, 23    Cas,00,47,46.1,+,74,50,51,  B8III             , ,     ,-003,*,
 209,          ,00,45,45.6,-,47,33,06,  G1V               , ,+.049,-011,,
 210,          ,00,46,11.8,-,22,31,19,  G3V               , ,+.021,-015,*,
 211, 57    Psc,00,46,33.0,+,15,28,32,  M4IIIa            , ,+.015,-027,*,
 212,          ,00,48,09.1,+,72,40,30,  K0IV              , ,     ,+001,,
 213, 58    Psc,00,47,01.5,+,11,58,26,  G8II              , ,     ,-001,,
 214, 59    Psc,00,47,13.6,+,19,34,44,  F0Vn              , ,     ,+000,*,
 215, 34Zet And,00,47,20.3,+,24,16,02,  K1IIe             , ,+.037,-024,*,
 216, 60    Psc,00,47,23.6,+,06,44,27,  G8III             , ,     ,+014,,
 217, 61    Psc,00,47,54.8,+,20,55,31,  F8V               , ,+.022,+001,*,
 218,          ,00,47,43.3,-,18,03,41,  K3III             , ,     ,+002,,
 219, 24Eta Cas,00,49,06.0,+,57,48,57,  F9V+dM0           , ,+.176,+009,*,
 220,          ,00,48,01.1,-,21,43,21,  B9V               , ,     ,+021,,
 221, 62    Psc,00,48,17.4,+,07,18,00,  G8III             , ,     ,-000,,
 222,          ,00,48,23.0,+,05,16,50,  K2V               , ,+.145,-013,,
 223, 25Nu  Cas,00,48,50.1,+,50,58,06,  B9III             , ,     ,+009,,
 224, 63Del Psc,00,48,41.0,+,07,35,06,  K4IIIb            , ,+.019,+032,*,
 225, 64    Psc,00,48,58.7,+,16,56,26,  F8V               , ,+.047,+002,*,
 226, 35Nu  And,00,49,48.8,+,41,04,44,  B5V+F8V           , ,     ,-024,*,
 227,          ,00,49,25.6,-,13,33,41,  K5III             , ,     ,+004,*,
 228,          ,00,49,13.9,-,24,08,11,  K2III             , ,     ,+023,,
 229,          ,00,48,56.7,-,46,41,52,  G8III             , ,     ,+012,,
 230, 65    Psc,00,49,52.8,+,27,42,39,  F4III             , ,+.011,+005,*,
 231, 65    Psc,00,49,53.2,+,27,42,37,  F5III             , ,+.011,+007,*,
 232,          ,00,49,33.4,-,23,21,42,  A3V               , ,     ,+012,,
 233,          ,00,50,43.6,+,64,14,51,  G0III-IV+B9.5V    , ,     ,+003,*,
 234,          ,00,50,18.3,+,45,00,08,  A0pCr             , ,     ,+002,*,
 235, 19Phi2Cet,00,50,07.6,-,10,38,40,  F7IV-V            , ,+.065,+008,*,
 236,   Lam Hyi,00,48,35.4,-,74,55,24,  K5III             , ,+.025,-009,,
 237,          ,00,51,16.4,+,61,48,21,  K2Ib-IICN-2       , ,     ,-006,*,
 238,          ,00,50,57.4,+,51,30,29,  F2IV              , ,     ,+002,*,
 239,          ,00,50,03.7,-,43,23,41,  A9-F0III          , ,     ,+015,*,
 240,          ,00,54,53.1,+,83,42,26,  A4V               , ,     ,+012,,
 241,          ,00,51,33.7,+,51,34,16,  B9.5V             , ,     ,-014,,
 242,   Rho Phe,00,50,41.2,-,50,59,13,  F2III             , ,+.005,+022,*,
 243,          ,00,51,18.3,+,03,23,06,  K0III             , ,     ,+006,*,
 244,          ,00,53,04.1,+,61,07,27,  F8V               , ,+.066,+021,*,
 245,          ,00,51,52.1,-,43,42,33,  F2V+F5V           ,D,+.007,+013,*,
 246,          ,00,52,53.4,+,38,32,55,  A2V               , ,     ,+016,,
 247,          ,00,52,40.6,-,24,00,21,  K2III             ,D,+.007,+034,*,
 248, 20    Cet,00,53,00.5,-,01,08,39,  M0III             , ,-.003,+016,,
 249,          ,00,53,28.2,+,37,25,05, gK3                , ,     ,-006,,
 250,          ,00,53,47.6,+,52,41,21,  A5m               ,D,+.013,-001,*,
 251,          ,00,53,12.4,-,24,46,37,  F6IV-V            ,D,+.006,-004,*,
 252,   Lam1Tuc,00,52,24.3,-,69,30,16,  F7IV-V            , ,     ,+030,,
 253, 26Ups1Cas,00,55,00.1,+,58,58,22,  K2III             , ,+.006,-023,*,
 254, 66    Psc,00,54,35.2,+,19,11,18,  A1VN              , ,+.014,+010,*,
 255, 21    Cet,00,54,17.6,-,08,44,27,  G5IV              , ,     ,+045,,
 256,          ,00,55,05.2,+,48,40,43,  M2.5IIIa          , ,     ,-052,,
 257,          ,00,53,37.9,-,62,52,17,  M4III             , ,     ,-010,*,
 258, 36    And,00,54,58.0,+,23,37,42,  K1IV              ,D,+.022,+002,*,
 259,          ,00,55,14.7,+,24,33,25,  M4IIIab           , ,     ,-010,,
 260,          ,00,56,12.9,+,57,59,48,  K3III             , ,     ,-030,,
 261,          ,00,56,55.6,+,68,46,34,  F4III             , ,     ,-008,,
 262, 67    Psc,00,55,58.5,+,27,12,34,  A5IV              , ,     ,-008,,
 263,          ,00,55,42.4,-,07,20,50,  K5III             , ,     ,+002,*,
 264, 27Gam Cas,00,56,42.5,+,60,43,00,  B0IVe             , ,+.016,-007,*,
 265, 28Ups2Cas,00,56,39.8,+,59,10,52,  G8IIIbFe-0.5      , ,+.051,-047,*,
 266,          ,00,56,47.1,+,60,21,46,  B9IVn             ,D,+.007,-005,*,
 267, 22Phi3Cet,00,56,01.5,-,11,16,00,  K4III             , ,+.009,-026,,
 268,          ,00,55,55.5,-,27,46,32,  M0III             , ,     ,+022,,
 269, 37Mu  And,00,56,45.2,+,38,29,58,  A5V               , ,+.039,+008,*,
 270,   Lam2Tuc,00,55,00.3,-,69,31,37,  K2III             , ,+.035,+005,,
 271, 38Eta And,00,57,12.4,+,23,25,03,  G8IIIb            , ,+.009,-010,*,
 272,          ,00,57,39.7,+,45,50,23,  K2III             , ,     ,+005,,
 273,          ,00,58,31.1,+,66,21,08,  A0III             , ,     ,-010,,
 274, 68    Psc,00,57,50.2,+,28,59,32, gG6                , ,     ,-001,,
 275,          ,00,58,14.2,+,33,57,03,  K0                , ,     ,-017,,
 276,          ,00,57,54.5,+,13,41,45,  G8III             , ,     ,+015,*,
 277,          ,00,58,18.9,+,21,24,16,  A2V               ,D,+.009,-006,*,
 278,          ,01,00,31.0,+,70,58,59,  A4IV              , ,     ,+006,*,
 279, 23Phi4Cet,00,58,43.9,-,11,22,48,  G7III             , ,     ,-019,,
 280,   Alp Scl,00,58,36.4,-,29,21,27,  B7IIIp            , ,     ,+010,*,
 281,          ,00,58,22.4,-,60,41,47,  Am                , ,     ,+007,,
 282,          ,01,00,03.4,+,44,42,40,  A2Vn              ,D,+.005,+017,*,
 283,          ,01,00,03.6,+,44,42,48,  B9.5Vn            ,D,+.005,+001,*,
 284,          ,00,59,49.7,+,06,28,59,  M2III             , ,+.001,-015,*,
 285,          ,01,08,44.7,+,86,15,25,  K2II-III          , ,     ,+009,*,
 286,          ,01,33,50.4,+,89,00,56,  A3V               , ,     ,-010,,
 287,          ,01,02,18.4,+,51,02,06,  A3V               , ,     ,+006,,
 288,   Xi  Scl,01,01,18.3,-,38,55,00,  K0III             , ,+.034,-031,,
 289,          ,01,03,01.5,+,47,22,34,  A9IV              , ,+.012,+003,*,
 290, 39    And,01,02,54.3,+,41,20,42,  A5m               , ,     ,+004,*,
 291, 69Sig Psc,01,02,49.1,+,31,48,16,  B9.5V             , ,     ,+010,*,
 292,          ,01,03,37.0,+,61,04,30,  F0II              , ,     ,-001,,
 293,   Sig Scl,01,02,26.4,-,31,33,07,  A2V               , ,     ,-008,,
 294, 71Eps Psc,01,02,56.6,+,07,53,24,  K0III             , ,+.027,+007,*,
 295,   Ome Phe,01,02,01.8,-,57,00,09,  G8III             , ,     ,+013,,
 296, 25    Cet,01,03,02.6,-,04,50,12,  K0III-IV          , ,     ,+015,,
 297,          ,01,04,19.6,+,61,34,49,  F6V               , ,     ,-016,,
 298,          ,01,04,02.4,+,52,30,08,  K2                , ,     ,-007,,
 299,          ,01,02,49.2,-,46,23,51,  G8III             , ,+.025,-001,,
 300,          ,01,03,17.6,-,29,31,33,  G5IV              , ,     ,+057,,
 301, 26    Cet,01,03,49.0,+,01,22,00,  F1V               ,D,+.024,+006,*,
 302,          ,01,04,46.8,+,51,00,36,  B3V               , ,     ,-003,*,
 303,          ,01,04,27.6,+,29,39,31,  F7IV-V            , ,     ,+000,,
 304,          ,01,02,42.9,-,65,27,22,  M2III             , ,     ,+035,*,
 305,          ,01,04,36.4,+,39,59,28,  F0Vn              , ,     ,+011,,
 306,          ,01,16,13.5,+,87,08,43, gK2                , ,+.011,-005,,
 307, 73    Psc,01,04,52.6,+,05,39,23, gK5                , ,     ,-015,,
 308, 72    Psc,01,05,05.4,+,14,56,46,  F4II-III          , ,     ,+004,*,
 309,          ,01,06,22.8,+,62,45,42,  A5Vn              , ,     ,+011,*,
 310, 74Psi1Psc,01,05,40.9,+,21,28,24,  A1Vn              ,D,+.016,-003,*,
 311, 74Psi1Psc,01,05,41.7,+,21,27,55,  A0Vn              ,D,+.016,-004,*,
 312,          ,01,09,12.3,+,80,00,42,sgG6                , ,     ,-027,,
 313, 77    Psc,01,05,49.2,+,04,54,30,  F3V               , ,     ,-007,*,
 314, 77    Psc,01,05,51.4,+,04,54,34,  F6V               , ,     ,-010,*,
 315, 27    Cet,01,05,36.8,-,09,58,45,  K0III             , ,     ,+012,*,
 316,          ,01,07,00.2,+,56,56,06,  K2III             , ,     ,-096,*,
 317, 28    Cet,01,06,05.1,-,09,50,22,  A1V               , ,     ,+011,*,
 318,          ,01,07,09.5,+,53,29,54,  K2III             , ,     ,+007,*,
 319, 75    Psc,01,06,33.6,+,12,57,22,  G8III             , ,     ,+008,,
 320,          ,01,06,07.7,-,23,59,33,  G8-K0III          , ,     ,+033,,
 321, 30Mu  Cas,01,08,16.4,+,54,55,13,  G5Vb              , ,+.136,-097,*,
 322,   Bet Phe,01,06,05.0,-,46,43,07,  G8III             , ,+.021,-001,*,
 323,          ,01,06,26.5,-,35,39,39,  A1V               , ,     ,+018,*,
 324, 41    And,01,08,00.9,+,43,56,31,  A3m               , ,+.031,+009,*,
 325,          ,01,07,13.1,-,23,59,47,  A7V               , ,     ,+015,,
 326,          ,01,08,33.3,+,58,15,49,  B8V               , ,     ,-004,,
 327, 78    Psc,01,08,01.3,+,32,00,44,  F5IV              , ,     ,+014,*,
 328, 79Psi2Psc,01,07,57.2,+,20,44,21,  A3V               , ,     ,-002,,
 329, 30    Cet,01,07,46.2,-,09,47,08,  F7IV              , ,     ,+022,,
 330, 80    Psc,01,08,22.2,+,05,38,59,  F0III-IV          , ,+.036,+007,*,
 331,   Ups Phe,01,07,47.9,-,41,29,13,  A3IV              , ,+.014,+014,*,
 332,   Iot Tuc,01,07,18.7,-,61,46,31,  G5III             , ,+.033,-008,,
 333,          ,01,12,16.7,+,79,40,26,  A3V               , ,     ,+018,,
